Date,Close
1/10/2022 16:00:00,1058.12
1/11/2022 16:00:00,1064.4
1/12/2022 16:00:00,1106.22
1/13/2022 16:00:00,1031.56
1/14/2022 16:00:00,1049.61
1/18/2022 16:00:00,1030.51
1/19/2022 16:00:00,995.65
1/20/2022 16:00:00,996.27
1/21/2022 16:00:00,943.9
1/24/2022 16:00:00,930
1/25/2022 16:00:00,918.4
1/26/2022 16:00:00,937.41
1/27/2022 16:00:00,829.1
1/28/2022 16:00:00,846.35
1/31/2022 16:00:00,936.72
2/1/2022 16:00:00,931.25
2/2/2022 16:00:00,905.66
2/3/2022 16:00:00,891.14
2/4/2022 16:00:00,923.32
2/7/2022 16:00:00,907.34
2/8/2022 16:00:00,922
2/9/2022 16:00:00,932
2/10/2022 16:00:00,904.55
2/11/2022 16:00:00,860
2/14/2022 16:00:00,875.76
2/15/2022 16:00:00,922.43
2/16/2022 16:00:00,923.39
2/17/2022 16:00:00,876.35
2/18/2022 16:00:00,856.98
2/22/2022 16:00:00,821.53
2/23/2022 16:00:00,764.04
2/24/2022 16:00:00,800.77
2/25/2022 16:00:00,809.87
2/28/2022 16:00:00,870.43
3/1/2022 16:00:00,864.37
3/2/2022 16:00:00,879.89
3/3/2022 16:00:00,839.29
3/4/2022 16:00:00,838.29
3/7/2022 16:00:00,804.58
3/8/2022 16:00:00,824.4
3/9/2022 16:00:00,858.97
3/10/2022 16:00:00,838.3
3/11/2022 16:00:00,795.35
3/14/2022 16:00:00,766.37
3/15/2022 16:00:00,801.89
3/16/2022 16:00:00,840.23
3/17/2022 16:00:00,871.6
3/18/2022 16:00:00,905.39
3/21/2022 16:00:00,921.16
3/22/2022 16:00:00,993.98
3/23/2022 16:00:00,999.11
3/24/2022 16:00:00,1013.92
3/25/2022 16:00:00,1010.64
3/28/2022 16:00:00,1091.84
3/29/2022 16:00:00,1099.57
3/30/2022 16:00:00,1093.99
3/31/2022 16:00:00,1077.6
4/1/2022 16:00:00,1084.59
4/4/2022 16:00:00,1145.45
4/5/2022 16:00:00,1091.26
4/6/2022 16:00:00,1045.76
4/7/2022 16:00:00,1057.26
4/8/2022 16:00:00,1025.49
4/11/2022 16:00:00,975.93
4/12/2022 16:00:00,986.95
4/13/2022 16:00:00,1022.37
4/14/2022 16:00:00,985
4/18/2022 16:00:00,1004.29
4/19/2022 16:00:00,1028.15
4/20/2022 16:00:00,977.2
4/21/2022 16:00:00,1008.78
4/22/2022 16:00:00,1005.05
4/25/2022 16:00:00,998.02
4/26/2022 16:00:00,876.42
4/27/2022 16:00:00,881.51
4/28/2022 16:00:00,877.51
4/29/2022 16:00:00,870.76
5/2/2022 16:00:00,902.94
5/3/2022 16:00:00,909.25
5/4/2022 16:00:00,952.62
5/5/2022 16:00:00,873.28
5/6/2022 16:00:00,865.65
5/9/2022 16:00:00,787.11
5/10/2022 16:00:00,800.04
5/11/2022 16:00:00,734
5/12/2022 16:00:00,728
5/13/2022 16:00:00,769.59
5/16/2022 16:00:00,724.37
5/17/2022 16:00:00,761.61
5/18/2022 16:00:00,709.81
5/19/2022 16:00:00,709.42
5/20/2022 16:00:00,663.9
5/23/2022 16:00:00,674.9
5/24/2022 16:00:00,628.16
5/25/2022 16:00:00,658.8
5/26/2022 16:00:00,707.73
